On,Off,Ms,Scs,Dev,|,freq,Nd=0,Nd=1,Nd=10,Nd=11,Nd=12,Nd=13,Nd=14,Nd=2,Nd=3,Nd=4,Nd=5,Nd=6,Nd=7,Nd=8,Nd=9,|2,Nd=03,Nd=15,Nd=106,Nd=117,Nd=128,Nd=139,Nd=1410,Nd=211,Nd=312,Nd=413,Nd=514,Nd=615,Nd=716,Nd=817,Nd=918,rule,#correct,%correct,p(rule),p(margin),dev_same_as_rule
0,1,2,4,2,|,13,0,30.769,0,0,0,0,0,53.846,0,0,7.692,7.692,0,0,0,|,0.696,17.856,0,0,0,0,0,41.655,13.54,4.099,10.894,11.26,0,0,0,2,7,53.846,0.001,0,1
1,1,2,3,2,|,2,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,|,0,7.92,0,0,0,0,0,50.6,38.505,2.974,0,0,0,0,0,2,0,0,0.983,0.008,1
1,1,2,3,3,|,2,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,|,0,0,0,0,0,0,0,8.83,49.075,35.335,5.905,0.854,0,0,0,3,1,50,0.99,0.863,1
2,0,2,2,12,|,13,0,0,0,15.385,53.846,23.077,7.692,0,0,0,0,0,0,0,0,|,0,0,0.256,15.515,66.752,14.863,2.588,0,0,0,0,0.002,0.013,0.005,0.007,12,7,53.846,0,0,1
2,0,2,3,11,|,13,0,0,23.077,53.846,23.077,0,0,0,0,0,0,0,0,0,0,|,0,0,17.101,41.986,25.83,2.873,0.235,0,0,0,0,0,0.097,0.128,11.749,11,7,53.846,0,0,1
2,1,0,4,12,|,13,0,0,0,23.077,53.846,23.077,0,0,0,0,0,0,0,0,0,|,0,0,1.36,27.577,62.862,7.32,0.839,0,0,0,0,0,0,0,0.043,12,7,53.846,0,0,1
1,2,1,4,7,|,54,0,0,1.852,0,0,0,0,0,0,0,3.704,33.333,53.704,7.407,0,|,0,0,0.138,0.056,0.068,0.065,0.04,0,0,0.011,0.843,22.085,61.641,14.179,0.874,7,29,53.704,0,0,1
0,1,2,4,6,|,639,0,0,0.156,0,0,0,0,0,0,0.782,35.524,53.678,8.92,0.782,0.156,|,0,0,0.016,0.011,0.01,0,0.031,0.013,0.019,1,35.196,55.532,7.566,0.501,0.105,6,343,53.678,0,0,1
2,1,3,2,8,|,41,0,0,12.195,0,0,0,0,0,0,0,0,0,21.951,53.659,12.195,|,0,0,2.248,0.208,0.084,0.047,0.169,0,0,0,0.002,0.258,14.023,67.651,15.31,8,22,53.659,0,0,1
1,1,1,2,4,|,233,0,0,0,0,0,0,0,0,10.3,53.648,26.18,8.155,1.717,0,0,|,0,0,0.177,0.097,0.057,0.048,0.823,0.042,9.34,56.887,19.098,11.9,1.039,0.368,0.124,4,125,53.648,0,0,1
2,0,1,4,9,|,84,0,0,30.952,3.571,0,0,0,0,0,0,0,0,0,11.905,53.571,|,0,0,12.43,1.312,0.213,0.041,0.054,0,0,0.005,0,0,1.238,27.141,57.565,9,45,53.571,0,0,1
0,1,2,4,10,|,56,0,0,53.571,14.286,1.786,0,0,0,0,0,0,0,0,1.786,28.571,|,0,0,53.157,10.47,0.594,0.276,0.137,0,0,0,0,0,0,1.974,33.39,10,30,53.571,0,0,1
1,2,2,2,5,|,28,0,0,0,0,0,0,0,0,0,7.143,53.571,28.571,10.714,0,0,|,0,0,0.031,0.016,0.011,0.024,1.571,0.001,0.047,9.756,63.475,21.467,2.926,0.561,0.115,5,15,53.571,0,0.001,1
1,2,3,2,11,|,28,0,0,14.286,53.571,28.571,3.571,0,0,0,0,0,0,0,0,0,|,0,0,16.897,62.914,16.826,2.094,0.882,0,0,0,0,0.008,0.008,0.017,0.354,11,15,53.571,0,0,1
1,1,2,4,0,|,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,|,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,1,1
1,1,2,4,1,|,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,|,26.505,32.694,0,0,0,0,0,11.077,0,0,10.153,19.571,0,0,0,1,0,0,1,1,1
1,1,2,4,2,|,5,0,20,0,0,0,0,0,60,20,0,0,0,0,0,0,|,0.327,18.216,0,0,0,0,0,40.253,14.201,4.475,11.327,11.201,0,0,0,2,3,60,0.721,0,1
0,0,2,4,9,|,129,0,0,4.651,0.775,0,0,0,0,0,0,0,0,3.101,37.984,53.488,|,0,0,7.333,0.71,0.123,0.03,0.098,0,0,0.032,0,0,2.66,36.415,52.599,9,69,53.488,0,0,1
0,0,0,2,10,|,232,0,0,53.448,23.276,7.328,0.862,1.724,0,0,0,0,0,0,0.431,12.931,|,0,0,66.567,15.544,2.338,0.321,0.789,0,0,0,0.001,0.008,0.002,0.299,14.132,10,124,53.448,0,0,1
0,1,2,2,2,|,189,0,7.407,0,0,0,0,4.233,53.439,20.106,1.587,7.937,4.762,0.529,0,0,|,0.022,8.393,0.127,0.202,0.069,0.365,7.016,51.156,14.839,2.878,6.811,7.261,0.508,0.167,0.185,2,101,53.439,0,0,1
0,1,2,3,4,|,88,0,0,0,0,0,0,0,0,3.409,53.409,36.364,5.682,1.136,0,0,|,0,0,0.231,0,0,0,0,0.165,8.296,46.555,39.646,4.537,0.571,0,0,4,47,53.409,0,0,1
1,0,1,4,6,|,1170,0,0,0,0,0,0,0.085,0,0,1.88,32.137,53.333,11.538,1.026,0,|,0,0,0.017,0.011,0.009,0,0.015,0.031,0.038,1.563,38.56,51.845,7.29,0.516,0.105,6,624,53.333,0,0,1
1,0,3,4,8,|,195,0,0,0,0,0,0,0,0,0,0,0,0.513,42.051,53.333,4.103,|,0,0,0.39,0.041,0.015,0,0,0,0,0,0.073,2.889,38.426,51.207,6.959,8,104,53.333,0,0,1
0,0,0,4,9,|,30,0,0,16.667,0,0,0,0,0,0,0,0,0,0,30,53.333,|,0,0,10.376,1.135,0.248,0.052,0.136,0,0,0.014,0,0,1.664,29.342,57.033,9,16,53.333,0,0,1
0,0,1,4,2,|,15,0,13.333,0,0,0,0,0,53.333,6.667,6.667,20,0,0,0,0,|,0.808,23.968,0,0,0,0,0,49.287,12.465,2.832,5.54,5.1,0,0,0,2,8,53.333,0,0,1
1,2,4,2,10,|,15,0,0,53.333,20,13.333,0,0,0,0,0,0,0,0,0,13.333,|,0,0,70.73,10.357,1.339,0.138,0.265,0,0,0,0.003,0.02,0.004,0.533,16.611,10,8,53.333,0,0,1
2,2,1,4,7,|,15,0,0,0,0,0,0,0,0,0,0,0,26.667,53.333,20,0,|,0,0,0.296,0.138,0.172,0.163,0.086,0,0,0.004,0.426,17.014,61.603,18.633,1.464,7,8,53.333,0,0.014,1
1,1,3,3,9,|,107,0,0,28.037,0,0,0,0,0,0,0,0,0,7.477,11.215,53.271,|,0,0,22.952,2.64,0.321,0,0.043,0,0,0,0,0.09,13.719,18.739,41.496,9,57,53.271,0,0,1
2,0,1,4,10,|,62,0,0,53.226,32.258,1.613,1.613,0,0,0,0,0,0,0,0,11.29,|,0,0,59.331,12.191,0.646,0.253,0.066,0,0,0,0,0,0,1.26,26.252,10,33,53.226,0,0,1
1,1,2,5,0,|,2,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,|,27.488,0,0,0,0,0,0,0,0,3.554,4.352,49.884,8.082,3.571,3.069,6,1,50,0.995,0,0
1,1,2,5,1,|,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,29.69,25.704,0,0,0,0,0,0,0,44.606,0,0,0,6,1,100,1,1,0
1,1,2,5,2,|,2,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,|,0,15.237,0,0,0,0,0,0,0,0,56.144,28.619,0,0,0,5,1,50,0.981,0.824,0
1,1,2,5,4,|,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,9.509,3.988,0,0,0,0,0,0,42.933,17.742,7.736,6.784,11.307,5,0,0,1,1,0
1,1,2,5,5,|,4,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,|,0,0,0,0.444,0,0,0,0,0,3.899,69.609,21.496,2.375,0,2.178,5,1,25,0.101,0.984,1
1,1,2,5,6,|,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,0,0.049,0.057,0,0.065,0,0,0,3.986,91.542,3.861,0.318,0.122,6,1,100,1,1,1
1,1,2,5,8,|,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,|,0,0,0,0.137,0,0,0,0,0,0,0.861,0.843,17.768,78.398,1.993,8,0,0,1,1,1
1,1,1,4,11,|,113,0,0,32.743,53.097,7.965,0,0,0,0,0,0,0,0,0,6.195,|,0,0,31.607,57.684,8.5,0.315,0.075,0,0,0,0,0,0,0.046,1.772,11,60,53.097,0,0,1
1,1,2,5,10,|,3,0,0,0,0,0,0,0,0,0,0,0,0,33.333,66.667,0,|,0,0,73.876,3.692,0,0,0,0,0,0,0,0,4.826,4.097,13.509,10,0,0,0.067,0.001,1
1,1,2,5,11,|,4,0,0,25,0,0,0,0,0,0,0,0,0,0,25,50,|,0,0,25.945,61.806,2.375,0,0,0,0,0,0,0,0,2.919,6.955,11,0,0,0.23,0,1
1,1,2,5,12,|,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,|,0,0,10.157,30.401,59.442,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,1
1,1,2,5,13,|,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,|,0,0,8.496,7.408,31.308,52.788,0,0,0,0,0,0,0,0,0,13,0,0,1,1,1
1,1,2,5,14,|,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,3.099,10.221,84.398,0,0,0,0,2.282,0,0,0,14,0,0,1,1,1
1,1,2,6,10,|,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,|,0,0,14.482,18.457,0,0,0,0,0,0,0,28.691,14.218,12.794,11.358,6,0,0,1,1,0
1,1,2,6,12,|,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,|,0,0,0,3.287,20.072,18.744,4.622,0,0,0,0,13.513,23.925,15.837,0,7,0,0,1,1,0
1,1,3,3,6,|,115,0,0,0,0,0,0,0,0,0,0.87,20,53.043,24.348,1.739,0,|,0,0,0,0,0.022,0,0,0,0.048,2.691,16.405,50.899,26.762,2.788,0.384,6,61,53.043,0,0,1
1,1,3,2,1,|,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4.417,64.408,0.128,0.106,0.306,0.092,2.477,16.425,1.931,0.837,5.401,2.155,0.65,0.534,0.132,1,5,100,0.062,0,1
1,1,5,2,11,|,34,0,0,38.235,52.941,5.882,2.941,0,0,0,0,0,0,0,0,0,|,0,0,26.994,63.552,7.59,0.674,0.092,0,0,0,0,0.081,0.046,0.059,0.912,11,18,52.941,0,0,1
0,2,4,2,5,|,17,0,0,0,0,0,0,0,0,0,0,52.941,47.059,0,0,0,|,0,0,0.014,0.006,0.003,0.005,0.248,0.002,0.093,12.817,66.264,18.122,2.037,0.328,0.061,5,9,52.941,0,0.035,1
1,2,3,2,4,|,17,0,0,0,0,0,0,0,0,5.882,52.941,35.294,5.882,0,0,0,|,0,0,0.084,0.039,0.032,0.032,1.17,0.059,12.944,56.288,18.315,9.95,0.775,0.252,0.061,4,9,52.941,0,0,1
1,2,3,4,5,|,17,0,0,0,0,0,0,0,0,0,11.765,52.941,35.294,0,0,0,|,0,0.051,0,0.02,0.012,0,0.016,0.037,0.953,22.454,61.275,14.153,0.812,0.204,0.013,5,9,52.941,0,0.035,1
0,0,0,4,6,|,229,0,0,0,0,0.437,0,0,0,0,1.747,34.061,52.838,10.917,0,0,|,0,0,0.025,0.018,0.022,0,0.064,0.032,0.035,1.362,36.786,53.106,7.825,0.586,0.139,6,121,52.838,0,0,1
0,1,5,2,4,|,212,0,0,0,0,0,0,0,0,12.264,52.83,16.509,16.981,1.415,0,0,|,0,0,0.007,0.002,0.001,0.001,0.01,0.099,15.483,65.508,13.827,4.781,0.227,0.044,0.008,4,112,52.83,0,0,1
0,1,2,4,12,|,36,0,0,2.778,33.333,52.778,8.333,2.778,0,0,0,0,0,0,0,0,|,0,0,1.811,32.055,56.381,7.894,1.763,0,0,0,0,0,0,0,0.096,12,19,52.778,0,0,1
0,2,2,4,5,|,36,0,0,0,0,0,0,0,0,2.778,30.556,52.778,11.111,2.778,0,0,|,0,0.043,0,0.049,0.032,0,0.091,0.031,0.764,19.232,61.683,16.579,1.158,0.316,0.023,5,19,52.778,0,0,1
1,1,4,4,6,|,184,0,0,0,0,0,0,0,0,0,0.543,42.391,52.717,4.348,0,0,|,0,0,0.006,0.002,0.002,0,0.002,0.04,0.045,1.692,42.912,50.109,4.88,0.267,0.044,6,97,52.717,0,0,1
0,1,1,2,3,|,260,0,0,0,0,0,0,0,11.538,52.692,20.385,10,3.462,1.538,0.385,0,|,0,0.023,0.082,0.282,0.132,0.191,3.785,10.025,52.2,13.542,8.499,9.587,1.108,0.412,0.133,3,137,52.692,0,0,1
0,1,2,4,8,|,169,0,0,1.183,0,0,0,0,0,0,0,0,0.592,30.769,52.663,14.793,|,0,0,0.661,0.094,0.036,0,0,0,0,0,0.03,1.767,32.991,54.357,10.063,8,89,52.663,0,0,1
0,0,3,4,12,|,57,0,0,0,47.368,52.632,0,0,0,0,0,0,0,0,0,0,|,0,0,2.261,33.345,55.191,7.52,1.543,0,0,0,0,0,0,0,0.141,12,30,52.632,0,0,1
0,1,4,3,8,|,19,0,0,0,0,0,0,0,0,0,0,0,5.263,36.842,52.632,5.263,|,0,0,2.466,0.144,0.02,0.014,0.008,0,0,0,0,14.146,19.93,40.059,23.213,8,10,52.632,0,0.003,1
1,1,3,3,2,|,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,|,0,7.656,0,0,0,0,0,51.705,38.001,2.638,0,0,0,0,0,2,1,100,1,1,1
0,2,2,2,11,|,19,0,0,10.526,52.632,36.842,0,0,0,0,0,0,0,0,0,0,|,0,0,13.204,63.742,18.164,2.591,2.022,0,0,0,0,0.004,0.005,0.011,0.257,11,10,52.632,0,0,1
0,2,3,4,7,|,19,0,0,0,0,0,0,0,0,0,0,0,26.316,52.632,21.053,0,|,0,0,0.063,0.023,0.029,0.032,0.03,0,0,0.017,1.315,28.536,59.05,10.384,0.521,7,10,52.632,0,0.004,1
1,1,4,3,5,|,19,0,0,0,0,0,0,0,0,0,10.526,52.632,36.842,0,0,0,|,0,0,0,0,0,0,0,0.059,0.989,14.875,54.037,28.298,1.693,0.026,0.023,5,10,52.632,0,0.139,1
2,0,3,4,6,|,19,0,0,0,0,0,0,0,0,0,0,42.105,52.632,5.263,0,0,|,0,0,0.016,0.009,0.009,0,0.014,0,0.03,1.032,34.779,56.41,7.103,0.5,0.098,6,10,52.632,0,0.109,1
2,1,3,4,5,|,19,0,0,0,0,0,0,0,0,0,42.105,52.632,5.263,0,0,0,|,0,0,0,0.046,0.021,0,0.012,0,0.579,16.104,61.959,19.802,1.141,0.31,0.027,5,10,52.632,0,0.02,1
1,1,2,2,3,|,154,0,0,0,0,0,0,0,11.039,52.597,23.377,7.143,5.195,0.649,0,0,|,0,0.013,0.032,0.091,0.047,0.08,1.852,7.289,52.279,16.425,10.619,10.106,0.851,0.255,0.062,3,81,52.597,0,0,1
1,0,1,4,10,|,116,0,0,52.586,22.414,0.862,0,0.862,0,0,0,0,0,0,3.448,19.828,|,0,0,55.749,10.012,0.512,0.204,0.061,0,0,0,0,0,0,1.93,31.532,10,61,52.586,0,0,1
0,1,2,3,11,|,40,0,0,25,52.5,12.5,2.5,0,0,0,0,0,0,0,0,7.5,|,0,0,16.533,41.857,24.992,2.69,0.269,0,0,0,0,0,0.126,0.146,13.386,11,21,52.5,0,0,1
1,1,3,3,11,|,40,0,0,10,52.5,27.5,0,0,0,0,0,0,0,0,0,10,|,0,0,19.816,38.695,21.685,2.037,0.11,0,0,0,0,0,0.201,0.215,17.242,11,21,52.5,0,0,1
2,0,2,4,7,|,40,0,0,0,0,0,0,0,0,0,0,0,25,52.5,20,2.5,|,0,0,0.071,0.028,0.028,0.033,0.019,0,0,0.013,1.203,30.228,57.568,10.228,0.58,7,21,52.5,0,0,1
0,0,2,3,5,|,589,0,0,0,0,0,0,0,0,0.679,14.261,52.462,29.711,2.886,0,0,|,0,0,0,0,0,0,0,0.034,0.729,13.392,53.736,29.871,2.17,0.035,0.033,5,309,52.462,0,0,1
0,1,3,3,4,|,105,0,0,0,0,0,0,0,0,11.429,52.381,34.286,1.905,0,0,0,|,0,0,0.138,0,0,0,0,0.199,9.657,48.711,37.063,3.81,0.423,0,0,4,55,52.381,0,0,1
1,1,3,4,2,|,2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,|,0.251,18.75,0,0,0,0,0,43.798,14.923,4.227,9.56,8.492,0,0,0,2,2,100,0.999,0.007,1
1,1,3,4,3,|,2,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,|,0,0.331,0,0,0,0,0,21.021,50.744,9.437,11.791,6.676,0,0,0,3,2,100,0.996,0.669,1
1,0,3,4,10,|,84,0,0,52.381,0,0,0,0,0,0,0,0,0,0,2.381,45.238,|,0,0,51.192,7.441,0.396,0.173,0.059,0,0,0,0,0,0,3.037,37.702,10,44,52.381,0,0,1
1,2,1,4,9,|,42,0,0,7.143,0,0,0,0,0,0,0,0,0,4.762,35.714,52.381,|,0,0,12.682,1.278,0.276,0.052,0.12,0,0,0.005,0,0,1.274,29.389,54.925,9,22,52.381,0,0,1
1,2,5,4,8,|,21,0,0,0,0,0,0,0,0,0,0,0,0,47.619,52.381,0,|,0,0,0.333,0.025,0.008,0,0,0,0,0,0.073,2.705,39.274,51.988,5.595,8,11,52.381,0,0,1
0,0,1,4,8,|,197,0,0,2.03,0,0,0,0,0,0,0,0,1.523,32.995,52.284,11.168,|,0,0,0.772,0.113,0.04,0,0,0,0,0,0.029,1.511,31.275,55.609,10.651,8,103,52.284,0,0,1
0,1,3,3,9,|,132,0,0,18.182,0.758,0.758,0,0,0,0,0,0,0.758,6.061,21.212,52.273,|,0,0,23.292,3.024,0.37,0,0.068,0,0,0,0,0.079,12.949,17.864,42.355,9,69,52.273,0,0,1
0,1,1,4,12,|,44,0,0,0,31.818,52.273,13.636,2.273,0,0,0,0,0,0,0,0,|,0,0,1.838,35.001,55.784,6.384,0.912,0,0,0,0,0,0,0,0.081,12,23,52.273,0,0,1
1,1,3,3,7,|,138,0,0,0.725,0,0,0,0,0,0,0,2.174,17.391,52.174,26.087,1.449,|,0,0,0.32,0.025,0.024,0.022,0.025,0,0,0.026,6.173,18.159,43.093,28.722,3.411,7,72,52.174,0,0,1
0,1,3,4,13,|,23,0,0,0,0,30.435,52.174,17.391,0,0,0,0,0,0,0,0,|,0,0,0,2.081,37.247,53.191,7.48,0,0,0,0,0,0,0,0,13,12,52.174,0,0,1
1,1,1,4,3,|,23,0,0,0,0,0,0,0,26.087,52.174,4.348,17.391,0,0,0,0,|,0,0.548,0,0,0,0,0,24.28,47.817,8.504,10.994,7.858,0,0,0,3,12,52.174,0,0,1
1,1,3,3,8,|,119,0,0,5.882,0,0,0,0,0,0,0,0,4.202,15.966,52.101,21.849,|,0,0,2.854,0.175,0.028,0.026,0.015,0,0,0,0,12.312,18.551,41.27,24.77,8,62,52.101,0,0,1
0,1,2,3,6,|,265,0,0,0,0,0,0,0,0,0,1.887,15.849,52.075,26.792,3.019,0.377,|,0,0,0,0,0.048,0,0,0,0.032,1.894,13.568,48.984,31.37,3.546,0.559,6,138,52.075,0,0,1
1,1,3,5,5,|,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,0,0.255,0,0,0,0,0,4.502,71.824,19.924,1.941,0,1.553,5,0,0,1,1,1
1,1,3,5,6,|,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,|,0,0,0,0.03,0.033,0,0.025,0,0,0,4.445,91.701,3.41,0.262,0.094,6,0,0,0.634,0.999,1
1,1,3,5,7,|,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,|,0,0,0,0.109,0,0.026,0,0,0,0,0.233,17.924,78.405,3.303,0,7,0,0,1,1,1
1,1,3,5,12,|,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,11.889,30.985,57.126,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,1
1,1,4,2,1,|,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,|,5.532,75.427,0.029,0.02,0.048,0.011,0.231,13.866,1.188,0.393,2.149,0.738,0.194,0.142,0.032,1,0,0,1,1,1
0,0,3,3,4,|,175,0,0,0,0,0,0,0,0,14.857,52,29.714,3.429,0,0,0,|,0,0,0.055,0,0,0,0,0.25,11.999,52.852,32.01,2.585,0.249,0,0,4,91,52,0,0,1
0,1,0,2,13,|,50,0,0,0,0,16,52,32,0,0,0,0,0,0,0,0,|,0,0,0.01,0.178,19.265,64.66,15.883,0,0,0,0.001,0.002,0.002,0,0,13,26,52,0,0,1
0,0,2,4,6,|,966,0,0,0,0,0,0,0,0,0,1.449,41.822,51.967,4.658,0.104,0,|,0,0,0.008,0.005,0.005,0,0.022,0.022,0.032,1.466,41.083,50.923,6.021,0.35,0.062,6,502,51.967,0,0,1
0,2,3,2,6,|,52,0,0,0,0,0,0,0,0,0,0,17.308,51.923,23.077,7.692,0,|,0,0.001,0.063,0.034,0.018,0.012,0.658,0.001,0.003,0.091,13.473,67.551,15.875,1.978,0.241,6,27,51.923,0,0,1
0,1,2,3,12,|,27,0,0,7.407,14.815,51.852,22.222,3.704,0,0,0,0,0,0,0,0,|,0,0,14.891,17.623,39.341,21.981,5.847,0,0,0,0,0.068,0,0,0.249,12,14,51.852,0,0,1
0,2,2,4,7,|,27,0,0,0,0,0,0,0,0,0,0,0,33.333,51.852,14.815,0,|,0,0,0.08,0.034,0.046,0.055,0.071,0,0,0.012,1.071,25.863,60.691,11.464,0.614,7,14,51.852,0,0,1
0,0,0,4,7,|,87,0,0,0,0,1.149,0,0,0,0,0,1.149,36.782,51.724,9.195,0,|,0,0,0.081,0.036,0.044,0.047,0.032,0,0,0.022,1.468,29.484,57.943,10.189,0.653,7,45,51.724,0,0,1
1,2,1,2,8,|,29,0,0,0,0,0,0,0,0,0,0,0,0,20.69,51.724,27.586,|,0,0,2.847,0.297,0.152,0.083,0.579,0,0,0,0.001,0.149,11.719,68.981,15.192,8,15,51.724,0,0,1
1,1,1,2,3,|,62,0,0,0,0,0,0,0,12.903,51.613,19.355,8.065,6.452,0,0,1.613,|,0,0.023,0.069,0.212,0.098,0.138,2.043,9.522,53.812,14.532,8.686,9.373,1.008,0.371,0.112,3,32,51.613,0,0,1
0,0,1,4,7,|,322,0,0,0,0,0,0,0,0,0,0,4.969,31.677,51.553,10.87,0.932,|,0,0,0.067,0.028,0.025,0.025,0.014,0,0,0.023,1.491,29.157,58.734,9.858,0.579,7,166,51.553,0,0,1
0,2,3,2,5,|,35,0,0,0,0,0,0,0,0,0,0,51.429,45.714,2.857,0,0,|,0,0,0.024,0.012,0.008,0.017,1.033,0.001,0.059,10.575,64.551,20.499,2.646,0.477,0.098,5,18,51.429,0,0,1
0,1,4,4,9,|,37,0,0,0,0,0,0,0,0,0,0,0,0,5.405,43.243,51.351,|,0,0,6.929,0.514,0.07,0.011,0.016,0,0,0.04,0,0,2.811,36.515,53.095,9,19,51.351,0,0,1
0,1,1,2,4,|,771,0,0,0.13,0.13,0,0,0.389,0,11.025,50.973,27.367,8.949,0.778,0.13,0.13,|,0,0,0.217,0.134,0.079,0.069,1.578,0.045,9.372,54.832,19.33,12.59,1.181,0.423,0.152,4,393,50.973,0,0,1
1,1,4,3,3,|,3,0,0,0,0,0,0,0,33.333,33.333,33.333,0,0,0,0,0,|,0,0,0,0,0,0,0,14.053,54.956,27.171,3.436,0.384,0,0,0,3,1,33.333,0.388,0.003,1
0,1,2,2,3,|,575,0,0,0,0,0,0.174,0.87,10.609,50.783,17.391,11.13,8.174,0.87,0,0,|,0,0.013,0.038,0.122,0.063,0.111,3.449,7.714,50.974,15.384,10.444,10.39,0.94,0.284,0.074,3,292,50.783,0,0,1
0,1,3,4,8,|,172,0,0,0,0,0,0,0,0,0,0,0,0,41.86,50.581,7.558,|,0,0,0.561,0.069,0.025,0,0,0,0,0,0.04,2.109,34.714,53.248,9.234,8,87,50.581,0,0,1
0,1,3,3,8,|,192,0,0,1.042,0.521,0,0,0,0,0,0,0,5.729,17.708,50.521,24.479,|,0,0,3.012,0.209,0.034,0.032,0.025,0,0,0,0,11.254,18.213,40.923,26.298,8,97,50.521,0,0,1
0,0,2,2,1,|,248,9.677,50,0.403,0,0.403,0.403,10.887,16.129,3.226,0.806,4.839,2.016,0.403,0.806,0,|,9.128,56.081,0.095,0.097,0.3,0.112,7.08,17.086,1.892,0.766,4.62,1.685,0.538,0.42,0.1,1,124,50,0,0,1
0,0,2,4,8,|,200,0,0,1,0,0,0,0,0,0,0,0,1.5,42.5,50,5,|,0,0,0.492,0.067,0.026,0,0,0,0,0,0.049,2.245,36.372,52.582,8.168,8,100,50,0,0,1
1,1,4,3,9,|,7,0,0,0,0,0,0,0,0,0,0,0,0,14.286,14.286,71.429,|,0,0,20.668,2.001,0.204,0,0.016,0,0,0,0,0.124,16.515,20.18,40.293,9,5,71.429,0.18,0.176,1
2,1,1,2,7,|,106,0,0,0,0,0,0,0,0,0,0,0,29.245,50,19.811,0.943,|,0,0,0.729,0.195,0.086,0.007,0.333,0,0,0,0.072,9.718,65.156,20.345,3.358,7,53,50,0,0,1
0,1,3,4,10,|,78,0,0,50,8.974,0,0,0,0,0,0,0,0,0,0,41.026,|,0,0,52.419,8.99,0.481,0.201,0.072,0,0,0,0,0,0,2.247,35.591,10,39,50,0,0,1
1,1,4,3,12,|,8,0,0,0,0,62.5,25,0,0,0,0,0,12.5,0,0,0,|,0,0,27.01,20.748,36.318,13.583,1.508,0,0,0,0,0.308,0,0,0.524,12,5,62.5,0.101,0,1
1,1,4,3,13,|,2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,|,0,0,0,26.951,23.883,40.09,9.076,0,0,0,0,0,0,0,0,13,2,100,0.998,0.146,1
1,1,1,4,12,|,70,0,0,7.143,28.571,50,10,4.286,0,0,0,0,0,0,0,0,|,0,0,2.085,35.174,55.799,6.191,0.66,0,0,0,0,0,0,0,0.091,12,35,50,0,0,1
1,1,4,4,2,|,2,0,50,0,0,0,0,0,0,0,0,50,0,0,0,0,|,0.407,28.47,0,0,0,0,0,47.94,11.901,2.575,4.933,3.773,0,0,0,2,0,0,0.996,0,1
1,1,4,4,3,|,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,|,0,0.637,0,0,0,0,0,29.207,51.369,7.298,7.723,3.766,0,0,0,3,0,0,1,1,1
1,1,4,4,4,|,7,0,0,0,0,0,0,0,0,28.571,57.143,0,14.286,0,0,0,|,0.056,0,0,0,0,0,0,1.242,29.814,44.524,15.604,8.28,0.403,0.032,0.045,4,4,57.143,0.066,0.04,1
1,1,4,2,3,|,50,0,0,0,0,0,0,0,10,50,16,6,18,0,0,0,|,0,0.029,0.007,0.015,0.006,0.007,0.092,12.336,62.261,13.432,6.571,4.838,0.313,0.078,0.016,3,25,50,0,0,1
0,1,3,4,12,|,40,0,0,5,40,50,5,0,0,0,0,0,0,0,0,0,|,0,0,2.184,33.672,55.845,7.037,1.137,0,0,0,0,0,0,0,0.125,12,20,50,0,0,1
0,1,3,3,12,|,34,0,0,8.824,14.706,50,26.471,0,0,0,0,0,0,0,0,0,|,0,0,18.101,18.652,39.261,19.742,3.8,0,0,0,0,0.116,0,0,0.328,12,17,50,0,0,1
